xmin,ymin,xmax,ymax
556.9236450195312,491.882568359375,691.3319702148438,548.228271484375
557.3051147460938,491.9095153808594,691.0354614257812,548.3251342773438
557.6573486328125,493.6527404785156,692.54541015625,550.9595947265625
558.437255859375,490.262451171875,693.3592529296875,550.7376708984375
561.0311889648438,489.4645690917969,692.7579345703125,556.3440551757812
562.665283203125,487.05059814453125,697.7471313476562,553.0958862304688
565.5809936523438,484.7685241699219,702.5770874023438,551.580322265625
566.5067749023438,489.1820373535156,708.17138671875,558.0502319335938
564.1721801757812,488.6029357910156,717.9367065429688,558.9459838867188
566.2600708007812,486.1597595214844,722.9151611328125,561.8698120117188
567.5006713867188,486.37286376953125,729.0582885742188,563.8223876953125
568.6976928710938,486.04815673828125,735.2391357421875,565.4656372070312
571.5403442382812,486.5461120605469,750.6934814453125,566.43994140625
575.5616455078125,482.1958923339844,759.6530151367188,569.2644653320312
574.5162353515625,476.33038330078125,766.75634765625,568.13623046875
573.2084350585938,477.8329162597656,784.0963745117188,570.5491333007812
585.1764526367188,481.4256286621094,799.0361938476562,575.8963623046875
583.3739624023438,477.0440979003906,814.0158081054688,579.0277099609375
587.779296875,473.13873291015625,832.5069580078125,582.9415893554688
593.2546997070312,474.488525390625,845.76904296875,583.0953979492188
601.3311767578125,472.326416015625,871.8606567382812,593.0949096679688
604.5612182617188,471.7290954589844,883.9476928710938,596.7193603515625
607.8031616210938,478.4364929199219,917.3873291015625,599.7938842773438
608.9417114257812,464.8053894042969,953.3334350585938,602.3932495117188
622.0068359375,457.33990478515625,978.57958984375,605.5005493164062
631.6557006835938,472.04296875,1015.5746459960938,623.5455322265625
