xmin,ymin,xmax,ymax
526.2384643554688,462.2579040527344,834.2151489257812,610.955078125
524.9775390625,461.0284118652344,831.5999145507812,608.0731811523438
523.839599609375,460.91259765625,824.1220703125,607.1731567382812
527.3490600585938,468.2513122558594,809.9464721679688,600.5433959960938
524.5653686523438,464.6620178222656,796.9086303710938,596.8096923828125
528.3604736328125,468.9905700683594,784.28955078125,597.9639282226562
524.8896484375,472.38922119140625,777.8043212890625,595.7682495117188
527.2840576171875,474.0216369628906,762.8397216796875,592.248779296875
529.7880249023438,470.412109375,754.2089233398438,588.5833129882812
527.3502197265625,468.3478698730469,749.8973999023438,581.6409301757812
524.97705078125,470.328369140625,742.8248291015625,578.3285522460938
524.5537109375,475.7998962402344,732.81298828125,577.6778564453125
523.6915893554688,477.6161193847656,728.2530517578125,576.6427612304688
524.58056640625,477.140625,720.56591796875,576.3199462890625
523.6843872070312,478.2137145996094,714.1925659179688,573.4780883789062
526.6445922851562,478.0600280761719,709.7866821289062,575.1045532226562
524.1162719726562,480.39434814453125,704.7276000976562,573.4436645507812
523.0231323242188,480.8263854980469,699.0963745117188,570.8590087890625
524.2576293945312,480.978271484375,693.7291259765625,569.330322265625
523.69873046875,486.831298828125,688.6240234375,569.3745727539062
520.7144775390625,484.8401794433594,681.7096557617188,566.5717163085938
520.0294189453125,487.3916931152344,676.8524780273438,565.6775512695312
520.1611328125,484.3359069824219,674.30908203125,565.4071044921875
519.7649536132812,483.2001037597656,671.9945678710938,562.7933959960938
518.9527587890625,483.1762390136719,668.6822509765625,562.294677734375
518.5289916992188,486.4178161621094,665.8241577148438,560.8685302734375
