xmin,ymin,xmax,ymax
522.1152954101562,485.3658752441406,665.1773071289062,559.2987670898438
522.0433959960938,485.26885986328125,666.0355834960938,559.4782104492188
521.6343383789062,484.47760009765625,667.127685546875,560.6089477539062
522.45361328125,484.3536682128906,668.529296875,561.5704956054688
522.9733276367188,484.1445007324219,669.9179077148438,562.4667358398438
523.0464477539062,483.9539489746094,670.7552490234375,563.4120483398438
523.1293334960938,484.83209228515625,672.2423706054688,564.4002685546875
523.2684936523438,485.7266540527344,674.1067504882812,564.7643432617188
523.0128784179688,486.3084411621094,676.2640991210938,564.1566162109375
523.4861450195312,486.0518493652344,677.919921875,564.2199096679688
524.0687866210938,485.59033203125,679.1378784179688,565.6233520507812
522.7557983398438,482.3379821777344,685.6286010742188,563.2894897460938
523.259765625,481.365234375,688.8206176757812,563.1432495117188
525.6748657226562,479.62554931640625,686.6312255859375,567.7855834960938
525.88623046875,479.4310607910156,689.2814331054688,567.3981323242188
526.1542358398438,479.3872985839844,692.8773803710938,568.1007690429688
525.6119995117188,479.3092346191406,695.088623046875,568.3375854492188
526.911865234375,480.1105041503906,697.8667602539062,568.822998046875
528.6129760742188,479.9696960449219,702.1642456054688,569.5825805664062
528.2880859375,479.50079345703125,704.3800048828125,571.6754760742188
529.0687866210938,478.5726013183594,706.7802124023438,572.290283203125
528.8952026367188,477.9007263183594,709.1073608398438,574.0399169921875
523.6353149414062,478.7250061035156,710.830322265625,572.5225830078125
523.6071166992188,477.79644775390625,713.5729370117188,572.5039672851562
524.9330444335938,478.1557312011719,717.4973754882812,572.5094604492188
524.9872436523438,478.2557067871094,722.1232299804688,574.6552124023438
