xmin,ymin,xmax,ymax
196.80484008789062,472.2260437011719,438.605712890625,583.3771362304688
199.69219970703125,474.168212890625,438.96514892578125,581.9867553710938
209.17564392089844,470.8414001464844,441.75274658203125,581.3397827148438
218.9646453857422,470.3145446777344,442.6841735839844,580.5734252929688
223.9658203125,474.517822265625,445.07257080078125,579.762451171875
228.04873657226562,474.8805847167969,443.95489501953125,578.5651245117188
224.0649871826172,477.8805847167969,440.74365234375,575.9044189453125
230.5767059326172,478.4161071777344,441.5709533691406,575.8970947265625
238.0295867919922,479.50714111328125,444.52154541015625,573.9197387695312
241.89549255371094,480.1144104003906,446.9920959472656,573.3667602539062
244.9142608642578,480.27496337890625,448.27935791015625,573.2586669921875
248.0725555419922,477.7337951660156,449.8656921386719,570.9480590820312
251.4258270263672,476.2794494628906,449.931884765625,570.162841796875
253.4163818359375,475.69610595703125,450.6131896972656,570.2999877929688
257.8866882324219,476.599365234375,450.9752502441406,569.5513305664062
266.45660400390625,476.2558288574219,449.99176025390625,569.9915771484375
271.3824462890625,477.7071228027344,450.91851806640625,570.33837890625
273.287353515625,476.8597106933594,453.4909362792969,567.590576171875
278.13525390625,476.773193359375,449.20709228515625,567.635986328125
273.52130126953125,479.53521728515625,452.7126159667969,571.1358032226562
281.3393249511719,482.08941650390625,448.89971923828125,564.862060546875
284.8998107910156,481.82110595703125,449.6625671386719,563.1098022460938
285.76177978515625,482.003662109375,450.3318786621094,563.1102905273438
290.3590393066406,481.6656799316406,450.9015197753906,562.863525390625
293.3252868652344,482.18896484375,451.18896484375,562.6360473632812
295.65924072265625,483.2804260253906,452.726318359375,562.6320190429688
