xmin,ymin,xmax,ymax
367.8321838378906,485.398193359375,582.2036743164062,563.9024047851562
372.5470886230469,485.4208068847656,589.1217041015625,563.7473754882812
375.9391784667969,484.7409362792969,594.32568359375,563.49951171875
386.1418151855469,486.15753173828125,604.4845581054688,568.0852661132812
400.64971923828125,487.4139709472656,625.5205078125,569.3285522460938
408.31787109375,483.009765625,637.4010009765625,566.83056640625
413.9576721191406,484.2024841308594,661.0084838867188,572.2207641601562
431.9833984375,483.9402770996094,680.6015014648438,571.3161010742188
448.8121643066406,484.82666015625,692.340087890625,574.6521606445312
456.9886169433594,482.443359375,723.4635620117188,576.8197631835938
471.73834228515625,481.7994079589844,748.8120727539062,579.7206420898438
487.85528564453125,479.9526062011719,761.8873291015625,575.5780029296875
500.845703125,480.891845703125,793.62060546875,585.455322265625
511.705810546875,478.3212890625,821.3578491210938,587.3782348632812
537.2514038085938,479.25054931640625,844.7364501953125,586.5336303710938
547.9413452148438,480.27978515625,877.2887573242188,586.7561645507812
570.5037231445312,477.89630126953125,915.5335083007812,588.9337158203125
595.1393432617188,478.6138610839844,947.1891479492188,599.857421875
611.0210571289062,476.21539306640625,985.0453491210938,604.4684448242188
631.2094116210938,473.17803955078125,1024.0,608.77001953125
653.5668334960938,472.69024658203125,1024.0,604.1025390625
680.7808227539062,477.0241394042969,1024.0,597.7783203125
706.8936767578125,481.0142517089844,1020.7423095703125,606.8505859375
744.3649291992188,474.811279296875,1016.5774536132812,600.6815795898438
780.92724609375,470.5085144042969,1024.0,600.1866455078125
806.567138671875,471.01104736328125,1021.234375,604.5069580078125
