xmin,ymin,xmax,ymax
367.8321838378906,485.398193359375,582.2036743164062,563.9024047851562
371.7281799316406,485.4331970214844,586.0101928710938,563.9122314453125
375.2225646972656,485.47076416015625,592.3733520507812,564.6834716796875
377.06097412109375,486.05859375,598.1443481445312,563.5809936523438
377.85601806640625,486.1632385253906,600.880615234375,566.3612060546875
386.1715393066406,484.53399658203125,612.6475219726562,568.7957153320312
393.689453125,485.3460998535156,622.7955932617188,568.3728637695312
398.9316101074219,486.1349792480469,626.5880737304688,569.3294067382812
398.4371032714844,486.5896911621094,629.9058837890625,569.8569946289062
405.0841369628906,483.525634765625,638.5910034179688,569.3668823242188
410.3370056152344,484.00634765625,647.2691650390625,568.3910522460938
413.57666015625,482.2740173339844,655.0055541992188,568.7897338867188
419.0422058105469,483.90142822265625,662.5144653320312,570.6793823242188
425.33746337890625,483.75933837890625,671.7284545898438,572.264892578125
428.9914245605469,483.5773010253906,681.0964965820312,573.2157592773438
434.11456298828125,483.1690368652344,690.27099609375,573.2317504882812
439.8800964355469,482.8136901855469,693.8219604492188,571.7364501953125
444.6537780761719,482.4858093261719,701.695556640625,575.8560180664062
447.91021728515625,481.5330505371094,712.4135131835938,576.3626708984375
451.550537109375,481.215087890625,724.6146240234375,576.8887329101562
457.0126037597656,482.2875671386719,730.9656372070312,578.1632690429688
465.212646484375,481.3777770996094,745.733642578125,578.8075561523438
471.3379821777344,481.52374267578125,756.41748046875,578.2689819335938
476.4410095214844,480.1170959472656,759.9469604492188,579.673828125
486.4521484375,480.02618408203125,770.5419311523438,579.5911254882812
490.4745178222656,479.7412109375,787.7213134765625,580.1719970703125
