xmin,ymin,xmax,ymax
419.0197448730469,477.05255126953125,600.392578125,574.4962768554688
417.165283203125,475.91363525390625,600.6828002929688,574.3139038085938
417.8330078125,475.6014709472656,601.7361450195312,575.07275390625
414.1592712402344,476.112548828125,603.9719848632812,574.9472045898438
412.0829162597656,476.04644775390625,604.8405151367188,577.5347290039062
410.7670593261719,474.8068542480469,606.1649169921875,579.2875366210938
410.3492736816406,473.3197937011719,605.7162475585938,581.5942993164062
406.6114196777344,473.5567932128906,605.7219848632812,580.9801635742188
403.3666687011719,471.44189453125,608.2946166992188,581.8502807617188
402.3294677734375,471.4327087402344,609.1036376953125,582.3436889648438
403.01580810546875,470.3006286621094,611.3939819335938,583.5687866210938
402.0081481933594,470.0850524902344,613.5938110351562,584.0824584960938
400.8453674316406,469.49932861328125,614.6575927734375,585.6129150390625
398.5700378417969,469.8068542480469,617.0196533203125,586.5457153320312
398.17364501953125,468.5498962402344,617.6937866210938,587.88427734375
398.9405517578125,466.7897644042969,619.3933715820312,588.0478515625
395.0819091796875,464.91796875,621.1754760742188,590.42529296875
392.5428161621094,464.4789733886719,623.4765014648438,592.534912109375
388.8175048828125,464.0474548339844,627.1748046875,592.0009155273438
387.434326171875,463.68145751953125,631.2428588867188,591.2692260742188
386.17877197265625,463.227783203125,633.013427734375,592.067138671875
383.0340881347656,465.24609375,636.3468017578125,594.7716064453125
375.821044921875,466.9725646972656,639.7899169921875,601.9482421875
372.7217102050781,465.8720397949219,644.962890625,603.4893188476562
367.0361022949219,466.05548095703125,652.67041015625,604.2015991210938
366.9083557128906,462.2900390625,650.7725219726562,598.9618530273438
