xmin,ymin,xmax,ymax
302.5712585449219,481.9919128417969,567.9395751953125,568.2312622070312
312.17852783203125,483.1650085449219,567.5900268554688,566.6403198242188
321.5672607421875,482.2189636230469,584.3778686523438,567.802734375
329.6381530761719,483.3759765625,593.1771240234375,567.5872192382812
342.9413757324219,481.93951416015625,597.7045288085938,566.912353515625
349.8027038574219,482.9601745605469,609.7831420898438,567.0596923828125
366.0147705078125,483.0302734375,612.9249267578125,568.6397705078125
372.35089111328125,482.4335021972656,631.4068603515625,567.67626953125
381.10833740234375,483.8317565917969,642.4437866210938,567.9468994140625
393.5528259277344,482.8063659667969,645.6317749023438,566.9992065429688
399.6574401855469,483.2413024902344,657.4265747070312,567.5908203125
410.16015625,483.4294128417969,667.7275390625,568.2868041992188
421.837890625,483.003173828125,677.6010131835938,568.1895141601562
427.9345703125,482.8277282714844,689.4983520507812,567.5123291015625
443.2201232910156,483.2735900878906,691.4977416992188,565.6002807617188
448.3951721191406,482.4750061035156,700.3107299804688,565.7655639648438
459.7177734375,483.6697692871094,714.88623046875,567.0932006835938
471.553955078125,483.6805114746094,721.909912109375,567.0830688476562
477.738037109375,482.9429626464844,735.3773803710938,567.2420043945312
490.7171936035156,483.7433166503906,741.5341796875,567.1703491210938
501.0245666503906,483.26837158203125,745.4102172851562,565.3536376953125
504.30010986328125,483.272705078125,757.2321166992188,566.6781005859375
513.15185546875,483.5397644042969,766.9420776367188,567.2091064453125
523.4369506835938,483.6253967285156,775.0513305664062,566.8607788085938
531.88720703125,484.1459045410156,788.3427734375,567.2998046875
544.032958984375,484.7037048339844,794.1651000976562,567.0730590820312
