xmin,ymin,xmax,ymax
367.8321838378906,485.398193359375,582.2036743164062,563.9024047851562
372.81854248046875,485.7922058105469,589.2476806640625,563.7048950195312
377.08154296875,484.2142639160156,594.8698120117188,562.8336791992188
385.1927185058594,485.08642578125,604.40234375,567.9237670898438
396.6875,487.3602600097656,622.5031127929688,567.6554565429688
412.6883239746094,483.6639099121094,648.5135498046875,567.9293823242188
430.7594299316406,486.6210021972656,676.3947143554688,574.1378173828125
450.28350830078125,483.9534606933594,697.73828125,574.0941772460938
465.87335205078125,482.1861877441406,731.8473510742188,576.2706909179688
486.9162292480469,478.87548828125,763.2657470703125,576.2809448242188
508.6989440917969,482.08984375,799.9876098632812,583.3801879882812
533.4097900390625,480.4195861816406,841.3116455078125,584.0020141601562
556.5945434570312,478.4635925292969,880.0087280273438,588.1378173828125
584.9971313476562,476.4972229003906,927.20263671875,587.7736206054688
611.3511352539062,479.97467041015625,979.4613647460938,599.1470336914062
641.2330932617188,475.1296081542969,1020.9796752929688,596.5748901367188
670.6740112304688,477.06353759765625,1024.0,593.1608276367188
706.4860229492188,485.7854919433594,1020.9396362304688,605.8988647460938
754.6792602539062,478.1585998535156,1018.5548706054688,599.029296875
802.01416015625,478.1626892089844,1023.0274658203125,595.2403564453125
854.1015014648438,471.4369812011719,1017.6942749023438,609.1585693359375
913.0048217773438,469.8624572753906,1023.18798828125,610.2628784179688
973.6578979492188,478.741943359375,1022.3815307617188,577.1163940429688
