xmin,ymin,xmax,ymax
53.46037673950195,484.3849182128906,292.5029296875,562.3036499023438
54.54243087768555,484.7022399902344,294.8564147949219,562.3424072265625
57.5363655090332,484.3368225097656,295.9211120605469,561.5487670898438
61.54399490356445,485.5341796875,296.6221008300781,563.5385131835938
71.20857238769531,485.74169921875,314.5048522949219,565.0007934570312
85.04366302490234,488.3431701660156,327.9922790527344,565.5504760742188
101.81668853759766,484.4691467285156,352.4402770996094,564.3742065429688
122.74361419677734,481.3207092285156,378.4858093261719,563.2373046875
146.13197326660156,484.6817321777344,405.7789611816406,567.7978515625
179.16580200195312,483.3404846191406,435.91845703125,566.7811279296875
213.259765625,483.50982666015625,479.33160400390625,567.8910522460938
245.60986328125,482.5555725097656,513.9069213867188,567.1203002929688
288.4611511230469,486.7577209472656,546.0022583007812,571.20166015625
329.2983093261719,480.7874450683594,590.4317016601562,565.7256469726562
369.48199462890625,483.8265686035156,637.2376708984375,570.5646362304688
410.6388244628906,483.9615173339844,670.2202758789062,568.4252319335938
451.94854736328125,482.0830993652344,719.7726440429688,568.9015502929688
500.591552734375,483.108642578125,771.4325561523438,569.5617065429688
544.9842529296875,482.0423278808594,817.7239990234375,571.5045776367188
594.4185180664062,481.33697509765625,864.873046875,568.3162841796875
640.702880859375,480.96466064453125,912.5465698242188,570.8370971679688
682.0552978515625,487.0282897949219,968.8995971679688,579.271240234375
724.2403564453125,483.7131042480469,1020.1051635742188,578.0995483398438
762.8374633789062,484.0943298339844,1024.0,573.9889526367188
804.0521850585938,476.2955017089844,1024.0,571.3751220703125
855.7052612304688,481.0496520996094,1021.8068237304688,578.8560180664062
