xmin,ymin,xmax,ymax
94.73651123046875,479.8951110839844,405.0458984375,577.8541870117188
90.92540740966797,479.4760437011719,398.97491455078125,577.0015258789062
81.98954010009766,480.7279968261719,387.69921875,578.2592163085938
66.1862564086914,479.81353759765625,377.37030029296875,578.2565307617188
48.45904541015625,480.289794921875,361.168701171875,578.5479125976562
33.57990646362305,480.1361389160156,351.9740295410156,578.3605346679688
19.022424697875977,480.9710998535156,338.9305725097656,580.2252807617188
6.423583984375,480.48583984375,327.7432861328125,579.4021606445312
3.177075147628784,481.6122131347656,309.9671630859375,580.6490478515625
0.0,481.5667419433594,302.6759338378906,579.5951538085938
0.0,482.761474609375,287.1761779785156,576.4931030273438
4.423120021820068,478.284423828125,263.4111633300781,576.796142578125
0.14195556938648224,481.3587951660156,255.79946899414062,575.1713256835938
0.0,480.2952575683594,246.7052764892578,574.2557373046875
0.0,483.74200439453125,221.855224609375,576.29638671875
0.0,484.6781311035156,205.36026000976562,575.4948120117188
0.0,484.1628112792969,200.55824279785156,576.7808837890625
0.0,488.96295166015625,191.8155517578125,575.5552368164062
0.0,488.2775573730469,177.04527282714844,576.9740600585938
3.411297559738159,485.7288513183594,160.7147216796875,578.8388061523438
3.7225708961486816,484.20318603515625,148.94261169433594,581.6278076171875
3.568188428878784,489.6824645996094,137.66278076171875,574.527587890625
2.303204298019409,487.9404296875,125.15947723388672,575.3844604492188
2.9143922328948975,483.0887145996094,109.79695129394531,580.0274047851562
2.0925567150115967,479.6766662597656,101.4500503540039,582.2628173828125
1.5321533679962158,480.05450439453125,89.27981567382812,579.6060791015625
