xmin,ymin,xmax,ymax
460.936279296875,493.2610778808594,568.9356079101562,546.6527709960938
460.962646484375,492.1465759277344,568.7300415039062,546.6231689453125
460.89483642578125,493.34130859375,569.0901489257812,546.57568359375
460.9345397949219,492.6639709472656,569.9935302734375,547.0059814453125
459.7483825683594,493.3363342285156,571.2907104492188,547.2595825195312
459.475341796875,493.0126647949219,571.3051147460938,547.8480834960938
459.19805908203125,493.105224609375,571.8897705078125,547.9896240234375
460.8073425292969,491.5928649902344,574.4085083007812,549.7568359375
458.24932861328125,492.2189636230469,573.8193359375,549.54052734375
458.7500915527344,490.6841735839844,576.3673095703125,550.52099609375
458.1097717285156,490.3706970214844,576.8324584960938,550.8529663085938
458.1061096191406,488.8846130371094,577.220458984375,550.5153198242188
457.70849609375,489.02764892578125,579.2924194335938,550.4752197265625
457.2403259277344,488.8177185058594,579.6905517578125,550.7108154296875
456.0357971191406,488.1609802246094,580.0269165039062,551.7858276367188
455.79180908203125,487.8612365722656,581.0888061523438,551.8855590820312
454.50250244140625,487.6412048339844,581.3612670898438,552.3458862304688
454.7970886230469,487.4247131347656,582.0738525390625,553.0540161132812
454.73272705078125,487.85308837890625,584.0010986328125,553.0552368164062
454.5473327636719,487.93731689453125,583.7915649414062,553.0625
454.714111328125,488.0140686035156,585.0885620117188,554.0597534179688
453.5372009277344,487.5361328125,587.1259155273438,554.0048828125
453.9435729980469,486.3341369628906,586.5546875,556.5197143554688
453.9164123535156,486.2342224121094,587.396484375,557.6310424804688
453.52685546875,485.721435546875,587.6031494140625,557.8558349609375
453.509033203125,486.0419006347656,588.9188842773438,557.8173217773438
