xmin,ymin,xmax,ymax
0.0,481.0625915527344,127.7857666015625,563.1384887695312
5.404522895812988,478.8671569824219,125.0801773071289,564.9048461914062
5.56215238571167,478.798583984375,128.3427734375,565.9320678710938
4.425317287445068,483.037109375,137.13841247558594,566.4002075195312
4.19166898727417,477.3741760253906,148.11619567871094,568.0781860351562
0.0,491.138671875,166.48941040039062,568.4498291015625
4.978662014007568,479.98095703125,190.2916717529297,571.2243041992188
2.147595167160034,480.8627624511719,215.27896118164062,568.3185424804688
4.560351848602295,486.6438903808594,246.9058380126953,576.8766479492188
6.423681735992432,480.4728698730469,278.5789489746094,579.4060668945312
11.67205810546875,483.1574401855469,305.7873229980469,577.4031372070312
42.30546951293945,482.0326843261719,342.282470703125,576.0292358398438
78.50957489013672,480.938232421875,376.1730041503906,578.1243896484375
101.44597625732422,480.7121276855469,411.4655456542969,577.9457397460938
132.52635192871094,487.7239685058594,453.55615234375,584.4468383789062
170.0489959716797,482.5228576660156,487.1099548339844,580.1463012695312
206.447998046875,480.6937561035156,522.9332885742188,575.7890625
245.8267059326172,484.4232482910156,563.8477783203125,584.3392944335938
283.636474609375,482.5953063964844,605.4711303710938,584.1176147460938
334.19989013671875,479.51690673828125,640.5178833007812,585.9498291015625
371.1322937011719,479.4184265136719,692.2258911132812,580.4725952148438
414.9100646972656,481.3931579589844,739.29541015625,582.8375854492188
453.8511657714844,477.0795593261719,790.4013671875,582.2285766601562
504.03076171875,481.69976806640625,848.1123046875,585.7742919921875
557.7824096679688,479.7748107910156,903.7340698242188,583.6201171875
610.1235961914062,481.3358459472656,962.8787231445312,592.8543090820312
