xmin,ymin,xmax,ymax
291.1180114746094,479.3407897949219,581.546142578125,578.3597412109375
279.7372741699219,481.1552734375,587.6116943359375,577.4127197265625
270.5745544433594,479.53326416015625,579.2960205078125,576.2645263671875
259.0513610839844,484.1045837402344,559.3308715820312,576.73486328125
239.63206481933594,486.2787780761719,525.9905395507812,575.1837768554688
217.87132263183594,485.24151611328125,507.94091796875,575.2952270507812
181.20140075683594,481.0436096191406,482.4396667480469,572.9276123046875
148.4247283935547,479.8591003417969,452.21124267578125,572.5709838867188
122.96710205078125,484.3534240722656,414.35357666015625,578.0888061523438
93.6454086303711,484.68780517578125,387.78448486328125,575.8805541992188
70.11026763916016,483.0033874511719,356.39752197265625,572.781982421875
46.1099853515625,481.6304626464844,324.9800720214844,573.2982788085938
20.859899520874023,479.3215026855469,300.28668212890625,571.7042236328125
4.66204833984375,478.0013122558594,275.6317443847656,571.7404174804688
2.067394971847534,481.30352783203125,250.63047790527344,570.9884643554688
3.7508180141448975,482.23907470703125,220.1371612548828,567.689453125
4.52996826171875,481.1664733886719,199.4694061279297,568.1846313476562
1.782073974609375,482.0872497558594,171.78750610351562,564.371337890625
5.330621242523193,481.196533203125,148.04417419433594,565.5191040039062
2.6780946254730225,480.4588928222656,124.66094207763672,562.13525390625
2.7702882289886475,487.16021728515625,106.68804931640625,561.5906982421875
0.0,483.25128173828125,87.59449768066406,561.6127319335938
0.0,483.583251953125,68.91341400146484,560.1821899414062
0.8848296999931335,478.46734619140625,49.79776382446289,562.0377807617188
0.43692323565483093,481.6700134277344,33.5982780456543,562.2800903320312
