xmin,ymin,xmax,ymax
586.6931762695312,485.44757080078125,822.2432861328125,570.5105590820312
579.993896484375,486.3383483886719,817.7743530273438,568.4843139648438
581.6255493164062,487.2591857910156,808.0337524414062,569.4638671875
567.7736206054688,486.8849182128906,804.8455200195312,571.6919555664062
550.5509643554688,486.9200134277344,795.088623046875,572.103515625
542.1681518554688,487.526123046875,787.854248046875,574.6704711914062
524.663330078125,482.6333923339844,785.447509765625,577.24755859375
502.33233642578125,481.286865234375,774.3282470703125,577.7064819335938
484.4367370605469,480.8305358886719,756.6871948242188,586.6246948242188
459.2850646972656,478.95556640625,752.88720703125,591.609375
441.85235595703125,477.2669372558594,732.1472778320312,588.261474609375
416.8363342285156,478.482666015625,722.21142578125,590.8802490234375
389.9822692871094,475.5380554199219,715.1322021484375,598.4945678710938
362.11724853515625,473.3882751464844,700.1043701171875,599.189453125
334.1860046386719,469.71539306640625,679.8369750976562,601.0581665039062
292.64410400390625,474.9989318847656,668.9959716796875,606.36328125
268.5315246582031,473.7118225097656,656.2232666015625,618.8016967773438
227.3368377685547,471.095458984375,636.5056762695312,616.4144287109375
188.64207458496094,464.9893493652344,605.5562744140625,612.5826416015625
152.68399047851562,470.94976806640625,589.0241088867188,622.032958984375
102.8802261352539,474.9698181152344,555.0079956054688,622.6539306640625
56.03173828125,474.3527526855469,514.567138671875,622.6337890625
55.12873458862305,475.9015808105469,502.64874267578125,627.2512817382812
5.112280368804932,479.15631103515625,453.6830139160156,629.6066284179688
10.961962699890137,473.8682556152344,432.80572509765625,627.0115356445312
12.941308975219727,477.3870544433594,387.9347839355469,627.2142333984375
